	Gujrati	English
4045	પંચશીલના સિદ્ધાંતો	Five Principles of Peaceful Coexistence
4046	ભક્તિ વિકાસ સ્વામી	Bhakti vikasa swami
4047	જયપતાકા સ્વામી	Jayapataka Swami
4050	સિંધ	Sindh
4051	ફ્રાન્સ	France
4052	પેરિસ	Paris
4053	सदस्य hi-2	User hi-2
4054	માર્ક ઝકરબર્ગ	Mark Zuckerberg
4055	ગરમ મસાલો	Garam masala
4056	ચૈતન્ય ચરિતામૃત	Chaitanya Charitamrita
4057	કૃષ્ણદાસ કવિરાજ	Krishnadasa Kaviraja
4058	ભગવદ્ ગીતા તેના મૂળ રૂપે	Bhagavad-Gītā As It Is
4059	રામ પ્રસાદ બિસ્મિલ	Ram Prasad Bismil
4060	રોહિણી	Rohini Devi
4061	મકાઈ	Maize
4062	હરે કૃષ્ણ મંત્ર	Hare Krishna 
4064	એચએએલ તેજસ	HAL Tejas
4065	દુધસાગર ડેરી	Dudhsagar Dairy
4066	બૃહદ મુંબઇ રાજ્ય	Bombay State
4067	માહિતીચોકઠું સંગીત કલાકાર	Infobox musical artist
4068	શ્રીખંડ	Shrikhand
4069	જર્મન ભાષા	German language
4070	હિડિંબા	Hidimba
4071	મિસળ	Misal
4072	ડાયનાસોર	Dinosaur
4073	કાકોરી કાંડ	Kakori conspiracy
4074	અરાલ સમુદ્ર	Aral Sea
4075	અકોદરા 	Akodara
4076	સુકો મેવો	Dried fruit
4077	પરોઠા	Paratha
4078	જલેબી	Jalebi
4079	ગામિત જાતિ	Gamit
4080	તાત્યો ભીલ	Tantia Bhīl
4081	પીલુ મોદી	Piloo Mody
4082	ખાજા	Khaja
4083	સમાચારપત્ર	Newspapers
4084	દૈનિક	Daily newspapers
4085	દક્ષિણ ભારતની વાનગીઓ	South Indian cuisine
4086	અલ્પાહાર	Snack foods
4087	આહાર	Foods
4088	ધાન્ય	Cereals
4089	કોંગો નદી	Congo River
4090	નાઈલ નદી	Nile
4091	જ્ઞાનેશ્વરી	Dnyaneshwari
4092	મરાઠી સાહિત્ય	Marathi literature
4093	પેધમાલા 	Pedhmala
4094	લવ	Lava 
4095	બાસુંદી	Basundi
4096	પાણીપૂરી	Panipuri
4099	શ્રી સ્વામિનારાયણ મંદિર, કરાચી	Shri Swaminarayan Mandir, Karachi
4100	કરાચી	Karachi
4101	પેંડા	Peda
4102	ટાવર ઓફ લંડન	Tower of London
4103	માહિતીચોકઠું સંગીત કલાકાર/રંગ	Infobox musical artist/color
4108	ઢાબા	Dhaba
4109	દેવનાગરી	Devanagari
4110	લીચી 	Lychee
4111	બાદરપુર 	Badarpur, Gujarat
4112	મડાગાસ્કર	Madagascar
4113	પનીર	Paneer
4114	તૃશ્શૂર	Thrissur
4115	કેસીંપા 	Kesimpa, Mehsana
4116	કાગળ	Paper
4117	રાજતરંગિણી	Rajatarangini
4118	વૃંદાવન	Vrindavan
4119	કાંચનાર	Bauhinia acuminata
4120	ફૂલ	Flowers
4121	ઇસ્લામાબાદ	Islamabad
4122	પાતાળ	Patala
4123	હિંગલાજ ભવાની શક્તિપીઠ	Hinglaj Mata
4124	ઉક્તિ	Quote
4125	મધ્યમ વર્ગ	Middle class
4126	વિકાસ મહારાજ 	Vikash Maharaj
4127	અલકનંદા નદી	Alaknanda River
4128	ફરસાણ	Farsan 
4129	બરફી	Barfi
4130	દક્ષિણા	Dakshina
4131	વોટ નાઉ	What Now
4132	ખાદી	Khadi
4133	સેવ	Sev 
4134	કાર્લ લેન્ડસ્ટેઇનર	Karl Landsteiner
4135	તાલિબાનનું મહિલાઓ માટે વર્તન	Taliban treatment of women
4136	રોનાલ્ડો	Ronaldo 
4137	હેરિસન ફોર્ડ	Harrison Ford
4138	ચા	Tea
4139	દક્ષિણ એશિયા	South Asia
4140	સૈફ અલી ખાન	Saif Ali Khan
4141	એલિસેઝ એડવેન્ચર્સ ઇન વન્ડરલેન્ડ	Alice's Adventures in Wonderland
4142	સ્વાટ	SWAT
4143	કૃષિ ઈજનેરી	Agricultural engineering
4144	ગ્રાન્ડ થેફ્ટ ઓટો ૪	Grand Theft Auto IV
4145	પીડીએફ	PDF
4146	સાત ઘોર પાપ 	Seven deadly sins
4147	લિક્વિડ ક્રિસ્ટલ ડિસ્પ્લે	Liquid-crystal display
4148	ધ અંડરટેકર	The Undertaker
4149	લોહી	Blood
4150	એડોબ ફ્લેશ	Adobe Flash
4151	જાયફળ	Nutmeg
4152	રાજા આર્થર	King Arthur
4153	મમી	Mummy
4154	અમૃતા શેરગિલ	Amrita Sher-Gil
4155	મેઘ	Rain
4156	હરે કૃષ્ણ	Hare Krishnas
4157	ઇમુ	Emu
4158	મિલાન	Milan
4159	સ્કોર્પિયન્સ 	Scorpions 
4160	ક્રિકેટનો ઈતિહાસ	History of cricket
4161	લેધરબેક કાચબો	Leatherback sea turtle
4162	આયર્ન મૅન	Iron Man
4163	બૃહદ્રથ મૌર્ય	Brihadratha Maurya
4164	ભગવદ્ દર્શન	Back to Godhead
4165	કોથમીર	Coriander
4166	મસાલા	Spices
4167	જ્યોર્જ ગુર્જિયેફ	George Gurdjieff
4168	વ્યવસાય	Job
4169	ગોળ	Jaggery
4170	X!	Soxred93
4171	હઠયોગ પ્રદીપિકા	Hatha Yoga Pradipika
4172	ઘેરંડ સંહિતા	Gheranda Samhita
4173	શિવ સંહિતા	Shiva Samhita
4174	પંડિત દીનદયાળ પેટ્રોલિયમ યુનિવર્સિટી	Pandit Deendayal Petroleum University
4175	ગુજરાતની યુનિવર્સિટીઓ	Universities and colleges in Gujarat
4176	કચોરી	Kachori
4177	ચરક સંહિતા	Charaka Samhita
4178	પંજાબ 	Punjab, Pakistan
4179	સુશ્રુત	Sushruta
4180	જેકુઝી	Jacuzzi
4181	રુધિરાભિસરણ તંત્ર	Circulatory system
4182	વનનાબૂદી	Deforestation
4183	બંજી જમ્પિંગ	Bungee jumping
4184	પાણી 	Properties of water
4185	સ્લીપિંગ બ્યૂટી	Sleeping Beauty
4186	નીલગિરી	Eucalyptus
4187	ભારતીય સિનેમા	Cinema of India
4188	વેનેસા હજિન્સ	Vanessa Hudgens
4189	રાજમોહન ગાંધી	Rajmohan Gandhi
4190	શરીર વૃદ્ધી અંતઃસ્ત્રાવ	Growth hormone
4191	સમોસા	Samosa
4192	લાડોલ 	Ladol, Gujarat
4193	ખરોડ 	Kharod, Gujarat
4194	પિલવાઇ 	Pilvai
4195	ક્રિભકો	Krishak Bharati Cooperative
4196	પૌંઆ	Flattened rice
4197	ભાંડુ 	Bhandu
4198	યુરોપનાં શહેરો	Cities in Europe
4199	પાલિ ભાષા	Pali
4200	અગ્રસેન	Agrasen
4201	બાઇબલ	Bible
4202	સુખડી	Sukhdi
4203	સાયના નેહવાલ	Saina Nehwal
4204	જાકાર્તા	Jakarta
4205	લિંગરાજ મંદિર, ભુવનેશ્વર	Lingaraja Temple
4206	વિષ્ણુ પ્રયાગ	Vishnuprayag
4207	ઇન્દ્રાવતી નદી	Indravati River
4208	ચિત્રકોટનો ધોધ	Chitrakote Falls
4209	હરિપ્રસાદ ચૌરસિયા	Hariprasad Chaurasia
4210	ઔરંગા નદી	Auranga River 
4211	આદમ અને હવા	Adam and Eve
4212	ત્રિકોણમિતિ	Trigonometry
4213	મનુ	Manu 
4214	ઘઉંનાં ધનેડાં	Wheat weevil
4215	આગિયો	Firefly
4216	લાલી 	Lipstick
4217	મીણ	Wax
4218	સૌંદર્ય પ્રસાધનો	Cosmetics
4219	કાજળ	Kohl 
4220	શણગાર	Cosmetics
4221	ભારતીય જ્ઞાનપીઠ	Bharatiya Jnanpith
4222	રણથંભોરનો કિલ્લો	Ranthambore Fort
4223	ઘર ચકલી	House sparrow
4224	માળો 	Nest
4225	સ્વામી ભારતી કૃષ્ણ તીર્થ	Bharati Krishna Tirtha
4226	ભક્તિસિદ્ધાંત સરસ્વતી	Bhaktisiddhanta Sarasvati
4227	ઋષિઓ	Hindu sages
4228	૧૮૯૭ જન્મ	1897 births
4229	૧૯૭૭ અવસાન	1977 deaths
4230	૧૯૩૭ અવસાન	1937 deaths
4231	અનિલ કાકોડકર	Anil Kakodkar
4232	ડો. કે. રાધાકૃષ્ણન	K. Radhakrishnan
4233	અથર્વ ઋષિ	Atharvan
4234	શ્રેયા ઘોષાલ	Shreya Ghoshal
4235	કપિલ	Kapila
4236	મરીચિ	Marichi
4237	Raju Babu	nepaboy
4238	મેચી પ્રાંત 	Mechi Zone
4239	Lang-ur	Lang-mol
4241	કશ્યપ	Kashyapa
4242	કોશી પ્રાંત 	Koshi Zone
4243	સગરમાથા પ્રાંત 	Sagarmatha Zone
4244	જનકપુર પ્રાંત 	Janakpur Zone
4245	બાગમતી પ્રાંત 	Bagmati Zone
4246	નારાયણી પ્રાંત 	Narayani Zone
4247	નેપાળના પ્રાંતો અને જિલ્લાઓ	Provinces and Districts of Nepal
4248	ગંડકી પ્રાંત 	Gandaki Zone
4249	લુમ્બિની પ્રાંત 	Lumbini Zone
4250	ધવલાગિરી પ્રાંત 	Dhaulagiri Zone
4251	રાપ્તી પ્રાંત 	Rapti Zone
4252	સ્વામી ભારતી કૃષ્ણ તીર્થ મહારાજ રચિત વૈદિક ગણિત	Vedic Mathematics 
4253	ઉસ્તાદ વિલાયતખાં	Vilayat Khan
4254	ફ્રેન્ક લેમ્પાર્ડ	Frank Lampard
4255	શૃંગ	Rishyasringa
4256	અગ્નિવેશ	Agnivesa
4257	રવિ શંકર	Ravi Shankar
4258	કર્ણાલી પ્રાંત 	Karnali Zone
4259	ભેરી પ્રાંત 	Bheri Zone
4260	સેતી પ્રાંત 	Seti Zone
4261	મહાકાલી પ્રાંત 	Mahakali Zone
4262	માણી માધવ ચાક્યાર	Mani Madhava Chakyar
4263	અશોક ચક્ર	Ashoka Chakra
4264	અશોક ચક્ર 	Ashoka Chakra 
4265	સમુરાઇ	Samurai
4266	બોયઝોન	Boyzone
4267	રિસાયક્લિંગ	Recycling
4268	એલેક્સ ફર્ગ્યુસન	Alex Ferguson
4269	ટર્બોચાર્જર	Turbocharger
4270	૨૦૦૭-૨૦૦૯ની નાણાકીય કટોકટી	Financial crisis of 2007–2008
4271	લેંગકાવી	Langkawi
4272	નિસર્ગોપચાર	Naturopathy
4273	ધ્રુવીય રીંછ	Polar bear
4274	લેસર પ્રિન્ટર	Laser printing
4275	મલ્ટિમીટર	Multimeter
4276	ક્વિબેક	Quebec
4277	ઇંગ્લેન્ડના એલિઝાબેથ પ્રથમ	Elizabeth I of England
4278	વિન્સેન્ટ વેન ગો	Vincent van Gogh
4279	કાલિમપોંગ	Kalimpong
4280	નાઝીવાદ	Nazism
4281	ક્રિયાવિશેષણ	Adverb
4282	સિન્ડ્રેલા	Cinderella
4283	લેરી એલિસન	Larry Ellison
4284	વ્યોમકેશ બક્ષી	Byomkesh Bakshi
4285	કૃત્રિમ પેસમેકર	Artificial cardiac pacemaker
4286	ઉષ્ણતામાપક	Thermometer
4287	કોળિક્કોટ્	Kozhikode
4288	૧૪૮૬ જન્મ	1486 births
4289	૧૫૩૪ અવસાન	1534 deaths
4290	૧૯૫૭ જન્મ	1957 births
4291	ઇસુ	Jesus
4292	આબોહવા	Climate
4294	હરેલા ઉત્સવ	Harela
4295	શૌર્ય ચક્ર 	Shaurya Chakra
4296	કીર્તિ ચક્ર 	Kirti Chakra
4297	વીર ચક્ર 	Vir Chakra
4298	મહાવીર ચક્ર 	Maha Vir Chakra
4299	ઘોડબંદર કિલ્લો, થાણા	Ghodbunder Fort
4300	સિંહાકૃતિ	State Emblem of India
4301	બુંદેલખંડ	Bundelkhand
4302	યોહાન	John the Baptist
4303	ઇબ્રાહિમ	Abraham
4304	કેળાં	Banana
4305	શ્રેણી	Categorization
4306	૧૯૪૨ જન્મ	1942 births
4307	ઝુલાસણ 	Jhulasan
4308	વિનય પત્રિકા	Vinaya Patrika
4309	પદ્મશ્રી શારદા સિંહા 	Sharda Sinha
4310	બઘેલી ભાષા	Bagheli language
4311	બુડાપેસ્ટ	Budapest
4312	પેઇચિંગ	Beijing
4313	ફિલાડેલ્ફિયા, પેન્સિલવેનિયા	Philadelphia
4314	બેરોમીટર	Barometer
4315	ન્યુટ્રાસ્યુટીકલ	Nutraceutical
4316	ગ્રીનહાઉસ વાયુ	Greenhouse gas
4317	નિર્વાણ	Nirvana
4318	સ્ટીફન કિંગ	Stephen King
4319	કેપ ટાઉન	Cape Town
4320	યુસૈન બોલ્ટ	Usain Bolt
4321	આંકડો 	Calotropis gigantea
4322	ગુજરાત યુનિવર્સિટી	Gujarat University
4323	અમ્હારિક ભાષા	Amharic
4324	આકાશ 	Aakash 
4325	મીંઢોળા નદી	Mindhola River
4326	ખાનદેશ પ્રાંત	Khandesh
4327	વમાજ 	Vamaj
4328	રુથ	Ruth 
4329	ચાઇનીઝ માર્શલ આર્ટ્સ	Chinese martial arts
4330	એલેક્ઝાન્ડર ગ્રેહામ બેલ	Alexander Graham Bell
4331	ગૂચી	Gucci
4332	અસાઈ તાડ	Açaí palm
4333	કચ્છનું મોટું રણ	Great Rann of Kutch
4334	ઍલ્કેમિસ્ટ	The Alchemist 
4335	સેલ્વાસ	Silvassa
4336	રોહુ માછલી	Rohu
4337	બુમલા માછલી	Bombay duck
4338	પાપલેટ માછલી	Pomfret
4339	ઊર્જા બચત	Energy conservation
4340	ડિસ્કવરી ચેનલ	Discovery Channel
4341	જાવા 	Java
4342	સાગ	Teak
4343	જ્યોર્જ માઇકલ	George Michael
4344	ફેંગ શુઇ	Feng shui
4345	કૃષ્ણકુમારસિંહ ગોહીલ	Krishna Kumarsinhji Bhavsinhji
4346	રાંદેર	Rander
4347	હોસ્પિટલ	Hospital
4348	શાણપણ	Wisdom
4349	વાર્ટા નદી 	Warta
4350	માહિતીચોકઠું નદી	Infobox river
4351	ઈન્કા સંસ્કૃતિ	Inca civilization
4352	ટીટીકાકા સરોવર	Lake Titicaca
4353	બોરતવાડા	Boratwada
4354	સિંધી લોકો	Sindhis
4355	અશ્વગંધા 	Withania somnifera
4356	સિકલસેલ એનીમિયા રોગ	Sickle cell disease
4357	માછલી	Fish
4358	શિંગોડા 	Eleocharis dulcis
4359	માહિતીચોકઠું નૃવંશ સમુદાય	Infobox ethnic group
4361	કૃષિવિજ્ઞાન	Agronomy
4362	સંગીતકાર	Musicians
4363	માછલી	Fish
4364	વૃક્ષ	Trees
4365	મુસા	Moses
4366	દાલ બાટી	Dal baati
4367	સત્સ્વરૂપદાસ ગોસ્વામી	Satsvarupa dasa Goswami
4368	૧૯૩૯ જન્મ	1939 births
